version,data_format,request,response,response_hex,address,expected,actual,match,eeprom_read_events,event_details,steps,error
2.06,0x05,AR00,AR0064\x0A,41 52 30 30 36 34 0A,0x00,0x64,0x64,yes,1,EEPROM[0x00],777,
2.06,0x05,AR01,AR013d\x0A,41 52 30 31 33 64 0A,0x01,0x3D,0x3D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x01],1128,
2.70,0x07,ARBF,ARbff5\x0A,41 52 62 66 66 35 0A,0xBF,0xF5,0xF5,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xBF],1220,
2.70,0x07,ARC0,ARc01a\x0A,41 52 63 30 31 61 0A,0xC0,0x1A,0x1A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC0],1151,
2.70,0x07,ARC1,ARc13f\x0A,41 52 63 31 33 66 0A,0xC1,0x3F,0x3F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC1],1216,
2.70,0x07,ARC2,ARc264\x0A,41 52 63 32 36 34 0A,0xC2,0x64,0x64,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC2],1216,
2.70,0x07,ARC3,ARc389\x0A,41 52 63 33 38 39 0A,0xC3,0x89,0x89,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC3],1157,
2.70,0x07,ARC4,ARc4ae\x0A,41 52 63 34 61 65 0A,0xC4,0xAE,0xAE,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC4],1216,
2.70,0x07,ARC5,ARc5d3\x0A,41 52 63 35 64 33 0A,0xC5,0xD3,0xD3,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC5],1216,
2.70,0x07,ARC6,ARc6f8\x0A,41 52 63 36 66 38 0A,0xC6,0xF8,0xF8,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC6],1151,
2.70,0x07,ARC7,ARc71d\x0A,41 52 63 37 31 64 0A,0xC7,0x1D,0x1D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC7],1216,
2.70,0x07,ARC8,ARc842\x0A,41 52 63 38 34 32 0A,0xC8,0x42,0x42,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC8],1216,
2.70,0x07,ARC9,ARc967\x0A,41 52 63 39 36 37 0A,0xC9,0x67,0x67,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xC9],1151,
2.70,0x07,ARCA,ARca8c\x0A,41 52 63 61 38 63 0A,0xCA,0x8C,0x8C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCA],1228,
2.70,0x07,ARCB,ARcbb1\x0A,41 52 63 62 62 31 0A,0xCB,0xB1,0xB1,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCB],1219,
2.70,0x07,ARCC,ARccd6\x0A,41 52 63 63 64 36 0A,0xCC,0xD6,0xD6,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCC],1155,
2.70,0x07,ARCD,ARcdfb\x0A,41 52 63 64 66 62 0A,0xCD,0xFB,0xFB,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCD],1220,
2.70,0x07,ARCE,ARce20\x0A,41 52 63 65 32 30 0A,0xCE,0x20,0x20,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCE],1220,
2.70,0x07,ARCF,ARcf45\x0A,41 52 63 66 34 35 0A,0xCF,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xCF],1155,
2.70,0x07,ARD0,ARd06a\x0A,41 52 64 30 36 61 0A,0xD0,0x6A,0x6A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD0],1216,
2.70,0x07,ARD1,ARd18f\x0A,41 52 64 31 38 66 0A,0xD1,0x8F,0x8F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD1],1216,
2.70,0x07,ARD2,ARd2b4\x0A,41 52 64 32 62 34 0A,0xD2,0xB4,0xB4,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD2],1155,
2.70,0x07,ARD3,ARd3d9\x0A,41 52 64 33 64 39 0A,0xD3,0xD9,0xD9,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD3],1216,
2.70,0x07,ARD4,ARd4fe\x0A,41 52 64 34 66 65 0A,0xD4,0xFE,0xFE,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD4],1216,
2.70,0x07,ARD5,ARd523\x0A,41 52 64 35 32 33 0A,0xD5,0x23,0x23,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD5],1151,
2.70,0x07,ARD6,ARd648\x0A,41 52 64 36 34 38 0A,0xD6,0x48,0x48,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD6],1216,
2.70,0x07,ARD7,ARd76d\x0A,41 52 64 37 36 64 0A,0xD7,0x6D,0x6D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD7],1216,
2.70,0x07,ARD8,ARd892\x0A,41 52 64 38 39 32 0A,0xD8,0x92,0x92,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD8],1151,
2.70,0x07,ARD9,ARd9b7\x0A,41 52 64 39 62 37 0A,0xD9,0xB7,0xB7,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xD9],1221,
2.70,0x07,ARDA,ARdadc\x0A,41 52 64 61 64 63 0A,0xDA,0xDC,0xDC,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDA],1220,
2.70,0x07,ARDB,ARdb01\x0A,41 52 64 62 30 31 0A,0xDB,0x01,0x01,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDB],1155,
2.70,0x07,ARDC,ARdc26\x0A,41 52 64 63 32 36 0A,0xDC,0x26,0x26,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDC],1220,
2.70,0x07,ARDD,ARdd4b\x0A,41 52 64 64 34 62 0A,0xDD,0x4B,0x4B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDD],1220,
2.70,0x07,ARDE,ARde70\x0A,41 52 64 65 37 30 0A,0xDE,0x70,0x70,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDE],1155,
2.70,0x07,ARDF,ARdf95\x0A,41 52 64 66 39 35 0A,0xDF,0x95,0x95,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xDF],1220,
2.70,0x07,ARE0,ARe0ba\x0A,41 52 65 30 62 61 0A,0xE0,0xBA,0xBA,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE0],1222,
2.70,0x07,ARE1,ARe1df\x0A,41 52 65 31 64 66 0A,0xE1,0xDF,0xDF,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE1],1216,
2.70,0x07,ARE2,ARe204\x0A,41 52 65 32 30 34 0A,0xE2,0x04,0x04,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE2],1151,
2.70,0x07,ARE3,ARe329\x0A,41 52 65 33 32 39 0A,0xE3,0x29,0x29,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE3],1216,
2.70,0x07,ARE4,ARe44e\x0A,41 52 65 34 34 65 0A,0xE4,0x4E,0x4E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE4],1216,
2.70,0x07,ARE5,ARe573\x0A,41 52 65 35 37 33 0A,0xE5,0x73,0x73,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE5],1151,
2.70,0x07,ARE6,ARe698\x0A,41 52 65 36 39 38 0A,0xE6,0x98,0x98,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE6],1217,
2.70,0x07,ARE7,ARe7bd\x0A,41 52 65 37 62 64 0A,0xE7,0xBD,0xBD,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE7],1224,
2.70,0x07,ARE8,ARe8e2\x0A,41 52 65 38 65 32 0A,0xE8,0xE2,0xE2,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE8],1150,
2.70,0x07,ARE9,ARe907\x0A,41 52 65 39 30 37 0A,0xE9,0x07,0x07,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xE9],1216,
2.70,0x07,AREA,ARea2c\x0A,41 52 65 61 32 63 0A,0xEA,0x2C,0x2C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEA],1220,
2.70,0x07,AREB,AReb51\x0A,41 52 65 62 35 31 0A,0xEB,0x51,0x51,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEB],1155,
2.70,0x07,AREC,ARec76\x0A,41 52 65 63 37 36 0A,0xEC,0x76,0x76,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEC],1220,
2.70,0x07,ARED,ARed9b\x0A,41 52 65 64 39 62 0A,0xED,0x9B,0x9B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xED],1220,
2.70,0x07,AREE,AReec0\x0A,41 52 65 65 63 30 0A,0xEE,0xC0,0xC0,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEE],1155,
2.70,0x07,AREF,ARefe5\x0A,41 52 65 66 65 35 0A,0xEF,0xE5,0xE5,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xEF],1224,
2.70,0x07,ARF0,ARf00a\x0A,41 52 66 30 30 61 0A,0xF0,0x0A,0x0A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF0],1216,
2.70,0x07,ARF1,ARf12f\x0A,41 52 66 31 32 66 0A,0xF1,0x2F,0x2F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF1],1151,
2.70,0x07,ARF2,ARf254\x0A,41 52 66 32 35 34 0A,0xF2,0x54,0x54,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF2],1216,
2.70,0x07,ARF3,ARf379\x0A,41 52 66 33 37 39 0A,0xF3,0x79,0x79,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF3],1216,
2.70,0x07,ARF4,ARf49e\x0A,41 52 66 34 39 65 0A,0xF4,0x9E,0x9E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF4],1151,
2.70,0x07,ARF5,ARf5c3\x0A,41 52 66 35 63 33 0A,0xF5,0xC3,0xC3,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF5],1216,
2.70,0x07,ARF6,ARf6e8\x0A,41 52 66 36 65 38 0A,0xF6,0xE8,0xE8,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF6],1221,
2.70,0x07,ARF7,ARf70d\x0A,41 52 66 37 30 64 0A,0xF7,0x0D,0x0D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF7],1151,
2.70,0x07,ARF8,ARf832\x0A,41 52 66 38 33 32 0A,0xF8,0x32,0x32,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF8],1216,
2.70,0x07,ARF9,ARf957\x0A,41 52 66 39 35 37 0A,0xF9,0x57,0x57,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xF9],1216,
2.70,0x07,ARFA,ARfa7c\x0A,41 52 66 61 37 63 0A,0xFA,0x7C,0x7C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFA],1155,
2.70,0x07,ARFB,ARfba1\x0A,41 52 66 62 61 31 0A,0xFB,0xA1,0xA1,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFB],1220,
2.70,0x07,ARFC,ARfcc6\x0A,41 52 66 63 63 36 0A,0xFC,0xC6,0xC6,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFC],1220,
2.70,0x07,ARFD,ARfdeb\x0A,41 52 66 64 65 62 0A,0xFD,0xEB,0xEB,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFD],1161,
2.70,0x07,ARFE,ARfe10\x0A,41 52 66 65 31 30 0A,0xFE,0x10,0x10,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFE],1220,
2.70,0x07,ARFF,ARff35\x0A,41 52 66 66 33 35 0A,0xFF,0x35,0x35,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0xFF],1220,
2.71,0x07,AR00,AR009a\x0A,41 52 30 30 39 61 0A,0x00,0x9A,0x9A,yes,1,EEPROM[0x00],768,
2.71,0x07,AR01,AR01f4\x0A,41 52 30 31 66 34 0A,0x01,0xF4,0xF4,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x01],1148,
2.71,0x07,AR02,AR0207\x0A,41 52 30 32 30 37 0A,0x02,0x07,0x07,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x02],1212,
2.71,0x07,AR03,AR0345\x0A,41 52 30 33 34 35 0A,0x03,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x03],1212,
2.71,0x07,AR04,AR044d\x0A,41 52 30 34 34 64 0A,0x04,0x4D,0x4D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x04],1147,
2.71,0x07,AR05,AR0555\x0A,41 52 30 35 35 35 0A,0x05,0x55,0x55,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x05],1212,
2.71,0x07,AR06,AR0630\x0A,41 52 30 36 33 30 0A,0x06,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x06],1147,
2.71,0x07,AR07,AR0730\x0A,41 52 30 37 33 30 0A,0x07,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x07],1216,
2.71,0x07,AR08,AR0830\x0A,41 52 30 38 33 30 0A,0x08,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x08],1212,
2.71,0x07,AR09,AR0930\x0A,41 52 30 39 33 30 0A,0x09,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x09],1147,
2.71,0x07,AR0A,AR0a31\x0A,41 52 30 61 33 31 0A,0x0A,0x31,0x31,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0A],1217,
2.71,0x07,AR0B,AR0b30\x0A,41 52 30 62 33 30 0A,0x0B,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0B],1216,
2.71,0x07,AR0C,AR0c31\x0A,41 52 30 63 33 31 0A,0x0C,0x31,0x31,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0C],1151,
2.71,0x07,AR0D,AR0d30\x0A,41 52 30 64 33 30 0A,0x0D,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0D],1216,
2.71,0x07,AR0E,AR0e31\x0A,41 52 30 65 33 31 0A,0x0E,0x31,0x31,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0E],1221,
2.71,0x07,AR0F,AR0f32\x0A,41 52 30 66 33 32 0A,0x0F,0x32,0x32,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x0F],1151,
2.71,0x07,AR10,AR1030\x0A,41 52 31 30 33 30 0A,0x10,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x10],1212,
2.71,0x07,AR11,AR1130\x0A,41 52 31 31 33 30 0A,0x11,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x11],1212,
2.71,0x07,AR12,AR1230\x0A,41 52 31 32 33 30 0A,0x12,0x30,0x30,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x12],1147,
2.71,0x07,AR13,AR134f\x0A,41 52 31 33 34 66 0A,0x13,0x4F,0x4F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x13],1212,
2.71,0x07,AR14,AR1450\x0A,41 52 31 34 35 30 0A,0x14,0x50,0x50,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x14],1212,
2.71,0x07,AR15,AR1545\x0A,41 52 31 35 34 35 0A,0x15,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x15],1153,
2.71,0x07,AR16,AR164e\x0A,41 52 31 36 34 65 0A,0x16,0x4E,0x4E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x16],1212,
2.71,0x07,AR17,AR174d\x0A,41 52 31 37 34 64 0A,0x17,0x4D,0x4D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x17],1212,
2.71,0x07,AR18,AR1841\x0A,41 52 31 38 34 31 0A,0x18,0x41,0x41,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x18],1147,
2.71,0x07,AR19,AR1958\x0A,41 52 31 39 35 38 0A,0x19,0x58,0x58,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x19],1212,
2.71,0x07,AR1A,AR1a46\x0A,41 52 31 61 34 36 0A,0x1A,0x46,0x46,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1A],1216,
2.71,0x07,AR1B,AR1b49\x0A,41 52 31 62 34 39 0A,0x1B,0x49,0x49,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1B],1151,
2.71,0x07,AR1C,AR1c52\x0A,41 52 31 63 35 32 0A,0x1C,0x52,0x52,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1C],1224,
2.71,0x07,AR1D,AR1d45\x0A,41 52 31 64 34 35 0A,0x1D,0x45,0x45,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1D],1215,
2.71,0x07,AR1E,AR1e2d\x0A,41 52 31 65 32 64 0A,0x1E,0x2D,0x2D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1E],1151,
2.71,0x07,AR1F,AR1f4c\x0A,41 52 31 66 34 63 0A,0x1F,0x4C,0x4C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x1F],1216,
2.71,0x07,AR20,AR2041\x0A,41 52 32 30 34 31 0A,0x20,0x41,0x41,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x20],1212,
2.71,0x07,AR21,AR2142\x0A,41 52 32 31 34 32 0A,0x21,0x42,0x42,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x21],1147,
2.71,0x07,AR22,AR2220\x0A,41 52 32 32 32 30 0A,0x22,0x20,0x20,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x22],1212,
2.71,0x07,AR23,AR2369\x0A,41 52 32 33 36 39 0A,0x23,0x69,0x69,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x23],1147,
2.71,0x07,AR24,AR248e\x0A,41 52 32 34 38 65 0A,0x24,0x8E,0x8E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x24],1216,
2.71,0x07,AR25,AR25b3\x0A,41 52 32 35 62 33 0A,0x25,0xB3,0xB3,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x25],1212,
2.71,0x07,AR26,AR26d8\x0A,41 52 32 36 64 38 0A,0x26,0xD8,0xD8,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x26],1147,
2.71,0x07,AR27,AR27fd\x0A,41 52 32 37 66 64 0A,0x27,0xFD,0xFD,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x27],1212,
2.71,0x07,AR28,AR2822\x0A,41 52 32 38 32 32 0A,0x28,0x22,0x22,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x28],1212,
2.71,0x07,AR29,AR2947\x0A,41 52 32 39 34 37 0A,0x29,0x47,0x47,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x29],1147,
2.71,0x07,AR2A,AR2a6c\x0A,41 52 32 61 36 63 0A,0x2A,0x6C,0x6C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x2A],1216,
2.71,0x07,AR2B,AR2b91\x0A,41 52 32 62 39 31 0A,0x2B,0x91,0x91,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x2B],1221,
2.71,0x07,AR2C,AR2cb6\x0A,41 52 32 63 62 36 0A,0x2C,0xB6,0xB6,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x2C],1151,
2.71,0x07,AR2D,AR2ddb\x0A,41 52 32 64 64 62 0A,0x2D,0xDB,0xDB,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x2D],1216,
2.71,0x07,AR2E,AR2e00\x0A,41 52 32 65 30 30 0A,0x2E,0x00,0x00,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x2E],1216,
2.71,0x07,AR2F,AR2f25\x0A,41 52 32 66 32 35 0A,0x2F,0x25,0x25,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x2F],1151,
2.71,0x07,AR30,AR304a\x0A,41 52 33 30 34 61 0A,0x30,0x4A,0x4A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x30],1212,
2.71,0x07,AR31,AR316f\x0A,41 52 33 31 36 66 0A,0x31,0x6F,0x6F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x31],1212,
2.71,0x07,AR32,AR3294\x0A,41 52 33 32 39 34 0A,0x32,0x94,0x94,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x32],1153,
2.71,0x07,AR33,AR33b9\x0A,41 52 33 33 62 39 0A,0x33,0xB9,0xB9,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x33],1212,
2.71,0x07,AR34,AR34de\x0A,41 52 33 34 64 65 0A,0x34,0xDE,0xDE,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x34],1212,
2.71,0x07,AR35,AR3503\x0A,41 52 33 35 30 33 0A,0x35,0x03,0x03,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x35],1147,
2.71,0x07,AR36,AR3628\x0A,41 52 33 36 32 38 0A,0x36,0x28,0x28,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x36],1212,
2.71,0x07,AR37,AR374d\x0A,41 52 33 37 34 64 0A,0x37,0x4D,0x4D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x37],1212,
2.71,0x07,AR38,AR3872\x0A,41 52 33 38 37 32 0A,0x38,0x72,0x72,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x38],1147,
2.71,0x07,AR39,AR3997\x0A,41 52 33 39 39 37 0A,0x39,0x97,0x97,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x39],1220,
2.71,0x07,AR3A,AR3abc\x0A,41 52 33 61 62 63 0A,0x3A,0xBC,0xBC,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x3A],1215,
2.71,0x07,AR3B,AR3be1\x0A,41 52 33 62 65 31 0A,0x3B,0xE1,0xE1,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x3B],1151,
2.71,0x07,AR3C,AR3c06\x0A,41 52 33 63 30 36 0A,0x3C,0x06,0x06,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x3C],1216,
2.71,0x07,AR3D,AR3d2b\x0A,41 52 33 64 32 62 0A,0x3D,0x2B,0x2B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x3D],1216,
2.71,0x07,AR3E,AR3e50\x0A,41 52 33 65 35 30 0A,0x3E,0x50,0x50,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x3E],1151,
2.71,0x07,AR3F,AR3f75\x0A,41 52 33 66 37 35 0A,0x3F,0x75,0x75,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x3F],1216,
2.71,0x07,AR40,AR409a\x0A,41 52 34 30 39 61 0A,0x40,0x9A,0x9A,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x40],1212,
2.71,0x07,AR41,AR41bf\x0A,41 52 34 31 62 66 0A,0x41,0xBF,0xBF,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x41],1152,
2.71,0x07,AR42,AR42e4\x0A,41 52 34 32 65 34 0A,0x42,0xE4,0xE4,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x42],1212,
2.71,0x07,AR43,AR4309\x0A,41 52 34 33 30 39 0A,0x43,0x09,0x09,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x43],1147,
2.71,0x07,AR44,AR442e\x0A,41 52 34 34 32 65 0A,0x44,0x2E,0x2E,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x44],1212,
2.71,0x07,AR45,AR4553\x0A,41 52 34 35 35 33 0A,0x45,0x53,0x53,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x45],1212,
2.71,0x07,AR46,AR4678\x0A,41 52 34 36 37 38 0A,0x46,0x78,0x78,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x46],1147,
2.71,0x07,AR47,AR479d\x0A,41 52 34 37 39 64 0A,0x47,0x9D,0x9D,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x47],1212,
2.71,0x07,AR48,AR48c2\x0A,41 52 34 38 63 32 0A,0x48,0xC2,0xC2,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x48],1217,
2.71,0x07,AR49,AR49e7\x0A,41 52 34 39 65 37 0A,0x49,0xE7,0xE7,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x49],1147,
2.71,0x07,AR4A,AR4a0c\x0A,41 52 34 61 30 63 0A,0x4A,0x0C,0x0C,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x4A],1216,
2.71,0x07,AR4B,AR4b31\x0A,41 52 34 62 33 31 0A,0x4B,0x31,0x31,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x4B],1216,
2.71,0x07,AR4C,AR4c56\x0A,41 52 34 63 35 36 0A,0x4C,0x56,0x56,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x4C],1151,
2.71,0x07,AR4D,AR4d7b\x0A,41 52 34 64 37 62 0A,0x4D,0x7B,0x7B,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x4D],1216,
2.71,0x07,AR4E,AR4ea0\x0A,41 52 34 65 61 30 0A,0x4E,0xA0,0xA0,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x4E],1216,
2.71,0x07,AR4F,AR4fc5\x0A,41 52 34 66 63 35 0A,0x4F,0xC5,0xC5,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x4F],1157,
2.71,0x07,AR50,AR50ea\x0A,41 52 35 30 65 61 0A,0x50,0xEA,0xEA,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x50],1212,
2.71,0x07,AR51,AR510f\x0A,41 52 35 31 30 66 0A,0x51,0x0F,0x0F,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x51],1212,
2.71,0x07,AR52,AR5234\x0A,41 52 35 32 33 34 0A,0x52,0x34,0x34,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x52],1147,
2.71,0x07,AR53,AR5359\x0A,41 52 35 33 35 39 0A,0x53,0x59,0x59,yes,3,EEPROM[0x98] | EEPROM[0x99] | EEPROM[0x53],1212,
